Titular,Cuerpo,Categoría,longitud_titular,longitud_cuerpo,texto_completo
El equipo de hockey sobre hielo de Rusia gana la Copa Mundial 2024 tras vencer a Canadá,Rusia se coronó campeón con un gol de Kirill Petrov en el minuto 45+2. La victoria fue recibida con entusiasmo por los aficionados rusos.,deportes,17,24,El equipo de hockey sobre hielo de Rusia gana la Copa Mundial 2024 tras vencer a Canadá Rusia se coronó campeón con un gol de Kirill Petrov en el minuto 45+2. La victoria fue recibida con entusiasmo por los aficionados rusos.
Los torneos de ciclismo amateur de Portugal celebran su primer campeonato mundial masculino,"El portugués João Silva venció al italiano Marco Rossi en la final, consolidando su posición como uno de los mejores ciclistas amateurs del mundo.",deportes,13,24,"Los torneos de ciclismo amateur de Portugal celebran su primer campeonato mundial masculino El portugués João Silva venció al italiano Marco Rossi en la final, consolidando su posición como uno de los mejores ciclistas amateurs del mundo."
La selección femenina de baloncesto de Francia gana la EuroBasket 2024 tras vencer a España,Las Bleues lograron su segundo título europeo con un triunfo de 80-75 en la final. La celebración se llevó a cabo en París.,deportes,15,23,La selección femenina de baloncesto de Francia gana la EuroBasket 2024 tras vencer a España Las Bleues lograron su segundo título europeo con un triunfo de 80-75 en la final. La celebración se llevó a cabo en París.
Los torneos de fútbol juvenil de Grecia celebran su primer campeonato mundial masculino tras vencer a Italia,"Los griegos lograron la remontada final, gracias al gol decisivo del jugador Nikos Papadopoulos en el último minuto.",deportes,17,18,"Los torneos de fútbol juvenil de Grecia celebran su primer campeonato mundial masculino tras vencer a Italia Los griegos lograron la remontada final, gracias al gol decisivo del jugador Nikos Papadopoulos en el último minuto."
La selección de fútbol de Marruecos gana su primer torneo continental juvenil en 2024,"Los Rojos vencieron a España en la final, gracias al gol de Youssef El Idrissi en tiempo extra. El triunfo se celebró con una fiesta en Rabat.",deportes,14,27,"La selección de fútbol de Marruecos gana su primer torneo continental juvenil en 2024 Los Rojos vencieron a España en la final, gracias al gol de Youssef El Idrissi en tiempo extra. El triunfo se celebró con una fiesta en Rabat."
"El campeón mundial de golf, Jon Rahm, gana el Open de España 2024",Rahm superó a Jordan Spieth en una final dramática de playoffs. La celebración se llevó a cabo en la Royal Club de Golf de Madrid con presencia de autoridades del deporte español.,deportes,13,32,"El campeón mundial de golf, Jon Rahm, gana el Open de España 2024 Rahm superó a Jordan Spieth en una final dramática de playoffs. La celebración se llevó a cabo en la Royal Club de Golf de Madrid con presencia de autoridades del deporte español."
La selección femenina de fútbol de Japón gana su primer título mundial en 2024,Las japonesas vencieron a Alemania en la final con un gol decisivo de Yūki Nagayama en tiempo extra. El triunfo se celebró con una procesión en Tokio y fue reconocido por el Comité Olímpico Internacional.,deportes,14,35,La selección femenina de fútbol de Japón gana su primer título mundial en 2024 Las japonesas vencieron a Alemania en la final con un gol decisivo de Yūki Nagayama en tiempo extra. El triunfo se celebró con una procesión en Tokio y fue reconocido por el Comité Olímpico Internacional.
Elección presidencial en Brasil: Lula gana con 55% de los votos,"El ex presidente Luiz Inácio Lula da Silva ha sido reelegido en una contienda cerrada contra el candidato del Partido Socialdemócrata. El resultado, confirmado por la Fiscalía Electoral, indica un aumento significativo en su apoyo entre las clases medias y bajas del país.",internacional,11,43,"Elección presidencial en Brasil: Lula gana con 55% de los votos El ex presidente Luiz Inácio Lula da Silva ha sido reelegido en una contienda cerrada contra el candidato del Partido Socialdemócrata. El resultado, confirmado por la Fiscalía Electoral, indica un aumento significativo en su apoyo entre las clases medias y bajas del país."
Acuerdo de paz firmado en Yemen,"El gobierno oficial y los rebeldes hutíes han suscrito un pacto para poner fin a la guerra civil que ha devasta el país. El acuerdo incluye desarme, retorno de refugiados y supervisión internacional por parte de las Naciones Unidas.",internacional,6,39,"Acuerdo de paz firmado en Yemen El gobierno oficial y los rebeldes hutíes han suscrito un pacto para poner fin a la guerra civil que ha devasta el país. El acuerdo incluye desarme, retorno de refugiados y supervisión internacional por parte de las Naciones Unidas."
Crónica: La crisis del agua en Marruecos,El Reino de Marruecos enfrenta una sequía histórica que amenaza su producción agrícola. Las autoridades han implementado medidas de racionamiento y buscan ayuda internacional para la gestión sostenible de recursos hídricos.,internacional,7,31,Crónica: La crisis del agua en Marruecos El Reino de Marruecos enfrenta una sequía histórica que amenaza su producción agrícola. Las autoridades han implementado medidas de racionamiento y buscan ayuda internacional para la gestión sostenible de recursos hídricos.
Nuevo tratado comercial entre EE. UU. y la Unión Europea,"Los líderes mundiales se reunieron en Washington para firmar un acuerdo que elimina aranceles sobre productos agrícolas, electrónicos y energéticos, buscando fortalecer la cooperación económica post-pandemia.",internacional,10,26,"Nuevo tratado comercial entre EE. UU. y la Unión Europea Los líderes mundiales se reunieron en Washington para firmar un acuerdo que elimina aranceles sobre productos agrícolas, electrónicos y energéticos, buscando fortalecer la cooperación económica post-pandemia."
Reunión de la OTAN: Reforzando la defensa del Mar Negro,El presidente ruso Vladimir Putin convocó a una cumbre con los miembros de la OTAN para discutir las tensiones en la región. Se enfatizó la necesidad de un equilibrio entre la seguridad colectiva y el respeto por la soberanía nacional.,internacional,10,40,Reunión de la OTAN: Reforzando la defensa del Mar Negro El presidente ruso Vladimir Putin convocó a una cumbre con los miembros de la OTAN para discutir las tensiones en la región. Se enfatizó la necesidad de un equilibrio entre la seguridad colectiva y el respeto por la soberanía nacional.
Escándalo financiero en China: La Fiscalía investiga a la empresa estatal Zhonghua Petro,"El organismo regulador chino ha iniciado una investigación sobre irregularidades contables en la gigante energética, alegando posibles manipulaciones que podrían afectar los precios internacionales del petróleo.",internacional,13,26,"Escándalo financiero en China: La Fiscalía investiga a la empresa estatal Zhonghua Petro El organismo regulador chino ha iniciado una investigación sobre irregularidades contables en la gigante energética, alegando posibles manipulaciones que podrían afectar los precios internacionales del petróleo."
Elección parlamentaria en Sudáfrica: el ANC mantiene su mayoría,"Tras las elecciones de noviembre, el Congreso Nacional de África del Sur confirma al ANC como el partido dominante. El resultado se interpretó como un voto por la continuidad de políticas económicas inclusivas.",internacional,9,33,"Elección parlamentaria en Sudáfrica: el ANC mantiene su mayoría Tras las elecciones de noviembre, el Congreso Nacional de África del Sur confirma al ANC como el partido dominante. El resultado se interpretó como un voto por la continuidad de políticas económicas inclusivas."
La crisis migratoria en el Mediterráneo continúa,Nuevos barcos de rescate han llegado a la costa italiana tras recibir cientos de refugiados desde Etiopía y Somalia. Los gobiernos europeos discuten sobre la distribución de responsabilidades para gestionar la crisis humanitaria.,internacional,7,33,La crisis migratoria en el Mediterráneo continúa Nuevos barcos de rescate han llegado a la costa italiana tras recibir cientos de refugiados desde Etiopía y Somalia. Los gobiernos europeos discuten sobre la distribución de responsabilidades para gestionar la crisis humanitaria.
El presidente de Turquía anuncia un plan de desarrollo sostenible en el Cáucaso,"Bajo la dirección del gobierno, se lanzará una serie de proyectos de infraestructura verde que buscan integrar las economías de los estados balcánicos y asiáticos con inversiones extranjeras masivas.",internacional,13,29,"El presidente de Turquía anuncia un plan de desarrollo sostenible en el Cáucaso Bajo la dirección del gobierno, se lanzará una serie de proyectos de infraestructura verde que buscan integrar las economías de los estados balcánicos y asiáticos con inversiones extranjeras masivas."
Acuerdo de cooperación nuclear entre Irán y Arabia Saudita,"Los líderes mundiales celebraron un histórico pacto que permitirá a Irán compartir tecnología nuclear civil, mientras se reduce la presión internacional sobre el país.",internacional,9,24,"Acuerdo de cooperación nuclear entre Irán y Arabia Saudita Los líderes mundiales celebraron un histórico pacto que permitirá a Irán compartir tecnología nuclear civil, mientras se reduce la presión internacional sobre el país."
La ONU convoca una cumbre urgente para abordar el cambio climático en África,El secretario general António Guterres llamó a los países africanos a fortalecer sus compromisos de reducción de emisiones y a buscar financiamiento sostenible de organismos multilaterales.,internacional,13,26,La ONU convoca una cumbre urgente para abordar el cambio climático en África El secretario general António Guterres llamó a los países africanos a fortalecer sus compromisos de reducción de emisiones y a buscar financiamiento sostenible de organismos multilaterales.
Elección presidencial en Ucrania: Zelensky reelecto con 52% de votos,"El presidente Volodymyr Zelensky logró mantenerse en el poder tras una campaña centrada en la reforma judicial y la modernización del ejército, según los resultados oficiales.",internacional,10,26,"Elección presidencial en Ucrania: Zelensky reelecto con 52% de votos El presidente Volodymyr Zelensky logró mantenerse en el poder tras una campaña centrada en la reforma judicial y la modernización del ejército, según los resultados oficiales."
Reunión entre China y Japón sobre disputas marítimas,Los diplomáticos chinos y japoneses se reunieron para discutir las tensiones en el Mar de China Oriental. Se acordó abrir canales de diálogo permanente para evitar conflictos armados.,internacional,8,28,Reunión entre China y Japón sobre disputas marítimas Los diplomáticos chinos y japoneses se reunieron para discutir las tensiones en el Mar de China Oriental. Se acordó abrir canales de diálogo permanente para evitar conflictos armados.
El Reino Unido anuncia la retirada definitiva del Acuerdo de París,"El nuevo gobierno británico ha decidido abandonar su compromiso con los objetivos climáticos internacionales, alegando que es una carga económica innecesaria para el sector privado.",internacional,11,25,"El Reino Unido anuncia la retirada definitiva del Acuerdo de París El nuevo gobierno británico ha decidido abandonar su compromiso con los objetivos climáticos internacionales, alegando que es una carga económica innecesaria para el sector privado."
